id,name,discount,city,address,category,subcategory,description,detail_url
13914,השניצליה,5,ירכא,כביש ראשי 8533,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",,"שניצלים בטעמים, כל סוגי הבשר, בגטים, בצלחת, שתייה קרה, סלטים וצ'יפס. מ",https://be-plus.co.il/component/crm/product/13914
12989,השניצליה - טירת כרמל,3.5,טירת כרמל,הרצל 82,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",,"שניצל בבגט, שניצל בצלחת, שניצל וסלט, שניצלונים, צ׳יפס, טבעות בצל, חזה",https://be-plus.co.il/component/crm/product/12989
15788,השניצליה אריאל,3,אריאל,דרך הציונות 56,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",מסעדות בשריות,"אפיית בגטים במקום טרי יום יום, שניצלים במבחר טעמים טריים יום יום ,המיו",https://be-plus.co.il/component/crm/product/15788
14324,השניצליה ברכת מאיר,5,חיפה,גאולה 7,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",מסעדות בשריות,"מסעדה כל סוגי הבשר, בגט, בפיתה, בצלחת, בחמגשית, סלטים, שתיה קרה, מקומו",https://be-plus.co.il/component/crm/product/14324
9777,השניצליה סניף חולון,3.5,חולון,המשביר 1,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",,"בגטים, פיתות, חמגשיות הכוללים שניצל, קבב, פרגית, פילה עוף ובישולים כגו",https://be-plus.co.il/component/crm/product/9777
18397,השניצליה קרית שמונה,3.5,קרית שמונה,שד תל חי 83,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",אוכל מהיר,"השניצליה קרית שמונה מציעה ארוחות הכוללות, בגט, שניצל בטעמים שונים, תוס",https://be-plus.co.il/component/crm/product/18397
11596,השניצליה של לולה,3.5,אשדוד,האורגים 1,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",,"שניצל, מעורב ירושלמי, תבשילים, קציצות דגים, חזה עוף, קבב וכריכים. כשר",https://be-plus.co.il/component/crm/product/11596
19546,השניצליה של ממן,3.5,אור עקיבא,שד' הנשיא וייצמן 660,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",אוכל מהיר,"מסעדת אוכל ביתי כשרה, שניצלים, קציצות דגים ובשר, מעורב, שקשוקה, פלאפל,",https://be-plus.co.il/component/crm/product/19546
15361,השניצלן,3.5,רחובות,יעקב 5,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",אוכל מהיר,"שניצל בטעמים, פלאפל, חזה עוף, פרגיות, מרגז, מעורב ועוד",https://be-plus.co.il/component/crm/product/15361
11665,השף בהרצל,4,נתניה,הרצל 44,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",,"שווארמה גריל בר ישראלי, בשרים על האש, שיפודים, שניצל, חזה עוף, אנטריקו",https://be-plus.co.il/component/crm/product/11665
19294,השריטה,3.5,מעברות,מעברות 1,"אלקטרוניקה, תאורה ומוצרי חשמל",אלקטרוניקה,חנות תקליטים ותיקה וקצת אחרת- תקליטים חדשים ויד שנייה עם התמחות במוזיק,https://be-plus.co.il/component/crm/product/19294
6755,התבלינאי,4.5,מודיעין עילית,לב העיר 2,צרכנות,,"מבחר גדול של תבלינים, טחינת קפה במקום, שמנים, ריבות, חליטות תה, פירות",https://be-plus.co.il/component/crm/product/6755
9314,התוף המוביל,3.5,חולון,"האצ""ל 16",צרכנות,,משפחת אקילוב | מופעים אותנטיים לאירועים מופעי מוסיקה ושירה אותנטית בכל,https://be-plus.co.il/component/crm/product/9314
16347,התחנה בגושן,5,קרית מוצקין,שד' גושן משה 4,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",אוכל מהיר,"מסעדה, אוכל רחוב, לחמים, פרנה, סלטים בהרכבה אישית, שניצל רוסבי, קציצות",https://be-plus.co.il/component/crm/product/16347
13399,התימני,3,באר שבע,האנרגיה 37,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",,"שווארמה, בשרים על האש וטורטיות. משלוחים. כשר.",https://be-plus.co.il/component/crm/product/13399
18188,התנור של סבתא סיסי,8.5,חולון,אילת 36,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",מסעדות טבעוניות צמחוניות,"אוכל ביתי כשר פרווה - ג'חנון, פשטידות ירק, קציצות ירק, קובות טבעוניות,",https://be-plus.co.il/component/crm/product/18188
12885,התסביח,3.5,רמת השרון,סוקולוב 70,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",,"סביח, שניצל בחלה, בורקסים טורקים, בקלאוות, כנאפה, כריכים, שקשוקה, סלטי",https://be-plus.co.il/component/crm/product/12885
6912,התפוז והגזר,3.5,חולון,שנקר 52,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",,"מיצים, שייקים, קפה, קרפים, טוסטים, פיצות ועוד",https://be-plus.co.il/component/crm/product/6912
15681,התרנגול האדום,3.5,רמת גן,היצירה 27,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",מסעדות בשריות,"מסעדת אוכל ביתי כשרה. עוף בגריל אורגני ,שניצלים, חזה עוף, מנות בשר, תב",https://be-plus.co.il/component/crm/product/15681
16735,ואותנו קידשת,3.5,חולון,אילת 36,יודאיקה ותשמישי קדושה,תשמישי קדושה,"תשמישי קדושה, מזוזות, תפילין, כיפות, סטים לשבת ועוד",https://be-plus.co.il/component/crm/product/16735
15422,ואטוס טורטיה סטיישן,3.5,הרצליה,נורדאו 6,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",אוכל מהיר,"מסעדה מקסיקנית, מבחר סוגי בשרים, וגם לטבעונים, טורטיות, כריכים, המבורג",https://be-plus.co.il/component/crm/product/15422
16777,ואני אריאל שרון,3.5,תל אביב - יפו,דרך בר-לב חיים 40,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",מסעדות חלביות,חוויה בבילאי,https://be-plus.co.il/component/crm/product/16777
18289,ואני קפה,3,רמת גן,הפארק הלאומי 1,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",בתי קפה,אווירה פסטורלית לצד יין וקוקטלים,https://be-plus.co.il/component/crm/product/18289
17984,ואתורי פון,2,נתניה,לבון פנחס 85,"מחשבים, סלולר וצילום",סלולר,מכשירים ניידים,https://be-plus.co.il/component/crm/product/17984
6342,ודים איזמיילוב,3,ראשון לציון,הלרועי 10,לבית ולגן,,"שיפוצים, אינסטלציה וקרמיקה",https://be-plus.co.il/component/crm/product/6342
12707,והבי רוני - מוסך פחחות,4,דאלית אל-כרמל,צומת מורחיקה,מוסכים ושירותי רכב,,פחחות וצבע לכל סוגי המכוניות פרטי ומסחרי.,https://be-plus.co.il/component/crm/product/12707
19249,וואטר טאג,3.5,כלנית,כלנית אזור תעשייה,אטרקציות,- אטרקציות,וואטר טאג גלי בול,https://be-plus.co.il/component/crm/product/19249
14794,וואמוס קעקועים,3.5,ירושלים,שלומציון 7,"טיפוח, קוסמטיקה ועיצוב שיער",קוסמטיקה ולייזר,"וואמוס טאטו ,מכון הקעקועים המוביל בארץ! עם סגנון ייחודי ומקצועיות ברמה",https://be-plus.co.il/component/crm/product/14794
17033,וואן סטופ - one stop,3.5,תל אביב - יפו,שד' ירושלים 15,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",בתי קפה,"קפה ומאפה, סנדוויצ'ים וקינוחים מיוחדים.",https://be-plus.co.il/component/crm/product/17033
17065,וויל אי wheele,4,תל אביב - יפו,החשמונאים 88,ספורט,אופניים וגלגינועים,"כל הדגמים של כל המותגים במקום אחד, מתחייבים למחיר הכי זול בארץ, כולל ח",https://be-plus.co.il/component/crm/product/17065
10699,וויש ולכביש,3,חיפה,ההסתדרות 233,מוסכים ושירותי רכב,,"שטיפת מכוניות - פנים חוץ, פוליש ווקס, ליטוש פנסים, ניקוי ריפודים, הכנה",https://be-plus.co.il/component/crm/product/10699
17914,וולף,10,תל אביב - יפו,ישראל טל 5,"לימודים, חוגים וייעוץ",ייעוץ והכשרה,"איתן וולף - ייעוץ משפטי ועסקי. וולף הוא מחבר הספר ""חברות"" בהוצאת בורסי",https://be-plus.co.il/component/crm/product/17914
12067,וולקן,3.5,בני ברק,ירושלים 17,אופנה,,"תכשיטי זהב, יהלומים, פנינים, שעוני זהב, כלי כסף, פמוטים, גביעים, חנוכי",https://be-plus.co.il/component/crm/product/12067
12742,ווסאבי סושי בר,3.5,נצרת,תאפיק זיאד 1,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",,"מסעדת סושי- בר סושי, ווסאבי, נודלס, סלטים, שניצל ושתיה קרה. מקומות ישי",https://be-plus.co.il/component/crm/product/12742
15000,ווק סושי 9,5,תל אביב - יפו,יהודה מרגוזה 4,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",אוכל מהיר,מסעדה אסייתית מוקפצים סלטים סושי מרקים קינוחים,https://be-plus.co.il/component/crm/product/15000
7840,וי אן ספורט,5,תל אביב - יפו,תושיה 8,ספורט,הלבשה וציוד ספורט,"מותג ספורט מקצועי- ביגוד, ציוד והנעלה.",https://be-plus.co.il/component/crm/product/7840
17372,וי אן ספורט,5,לוד,מודיעין 5,ספורט,הלבשה וציוד ספורט,"וי. אן. ספורט (VN sport) הינו מותג ספורט, מטיילים ולייף סטייל מקצועי,",https://be-plus.co.il/component/crm/product/17372
10888,וי הוקה,3.5,חיפה,בר יהודה ישראל 33,צרכנות,,נרגילות ומוצרי טבק לעישון.,https://be-plus.co.il/component/crm/product/10888
14768,"וי. אס. קאר בע""מ",3.5,נתניה,יד חרוצים 6,מוסכים ושירותי רכב,מוסכים וחשמל רכב,"מוסך שירות טיפולים לכל סוגי הרכבים, פחחות וצבע לרכב, תיקון לאחר תאונה",https://be-plus.co.il/component/crm/product/14768
15858,ויאסם בשרי חנות המפעל,3.5,חיפה,חורב 26,"מזון, מינימרקטים וסופרמרקטים",קצביות,אטליז בשר טרי כל מוצרי הבשר והעופות טריים מוצרי מכולת תרכיזים תבלינים,https://be-plus.co.il/component/crm/product/15858
14615,וידאו סיטי,3.5,אשקלון,הרצל 1,"מחשבים, סלולר וצילום",צילום ופיתוח,"צילום, פוטו, צילומים לאירועים, צילומי חתונה, צילומי בר מצווה, בת מצווה",https://be-plus.co.il/component/crm/product/14615
14834,ויולה פארמה,6.5,הרצליה,הנדיב 71,"טיפוח, קוסמטיקה ועיצוב שיער",קוסמטיקה ולייזר,קליניקה לאסתטיקה & Wellness,https://be-plus.co.il/component/crm/product/14834
16011,ויט-סק,3.5,גני תקווה,הכרמל 20,"מכבסות, שירותי גיהוץ וניקיון",ניקוי יבש,"שירותי כביסה ,גיהוץ, ניקוי יבש, ניקוי כל סוגי השמיכות, שטיחים, וילונות",https://be-plus.co.il/component/crm/product/16011
17694,ויטלי-עיסוי לגוף ולנפש,10,קרית ים,שד ירושלים 21,רפואה,רפואה משלימה,כאבי שרירים? או סתם בא לך להתפנק? הגעת למקום הנכון! טיפולים מקצועיים,https://be-plus.co.il/component/crm/product/17694
9428,ויטראז' מרכז אירועים,2,נס ציונה,האירוסים 32,צרכנות,,מרכז אירועים ומכירת אוכל מוכן לאירועים ובימי שישי. משלוחים בהתאם לאיזו,https://be-plus.co.il/component/crm/product/9428
17557,ויטרו אס,8.5,נס ציונה,שביט 8,"מחשבים, סלולר וצילום",מחשבים ותקשורת,חנות מחשבים,https://be-plus.co.il/component/crm/product/17557
11842,וייץ דיזיין,3.5,בני עטרות,הראשונים 68,לבית ולגן,,"נגריית בוטיק מגשימי חלומות, עיצוב רהיטים, שולחנות אוכל, סלון, בר, גופי",https://be-plus.co.il/component/crm/product/11842
18487,וילה אופק,3,מושב מנות,,תיירות ונופש,צימרים,"וילה עם 7 חדרי שינה, 5 שירותים ומקלחות, 2 בריכות פתוחה ועוד בריכה מחומ",https://be-plus.co.il/component/crm/product/18487
18490,וילה דוריאל,3,יערה,,תיירות ונופש,צימרים,"וילת דוריאל כוללת 6 חדרים זוגיים, 3 חדרי רחצה, סלון גדול, מטבח מאובזר,",https://be-plus.co.il/component/crm/product/18490
19445,וילה יובל,0,online,"העפרוני 299, יובל",תיירות ונופש,צימרים,"וילה כפרית בלב הגליל העליון, עם נוף פתוח לחרמון, נחלי הבניאס, הירדן וצ",https://be-plus.co.il/component/crm/product/19445
19251,וילה לה קאסה בשתולה,5,שתולה,שתולה 1,תיירות ונופש,צימרים,וילה לה קאסה (Villa La Casa) היא וילת נופש יוקרתית המעוצבת בסגנון כפרי,https://be-plus.co.il/component/crm/product/19251
16369,וילונות אורגד,3,ראשון לציון,ילדי טהרן 8,לבית ולגן,טקסטיל ואקססוריז לבית,וילונות אורגד מתמחה ביצור ושיווק וילונות וטפטים מובחרים. נלווה אתכם בש,https://be-plus.co.il/component/crm/product/16369
10006,וילונות אלה,5,קרית שמונה,"כיכר צה""ל 90",אופנה,,"כל סוגי הוילונות לבית ולמשרד, וילונות בהתאמה אישית בכל סוגי הבדים, אבי",https://be-plus.co.il/component/crm/product/10006
13653,וילונות ברמה,3.5,רמלה,ויצמן 9,אופנה,,"יצור ומכירת וילונות מכל הסוגים, לדירות, למשרדים ועסקים, וילונות בהזמנה",https://be-plus.co.il/component/crm/product/13653
15113,וילונות דליה,3.5,גבעתיים,כצנלסון 117,לבית ולגן,טקסטיל ואקססוריז לבית,"וילונות בהזמנה אישית, וילונות גלילה, וילונות לבית ולמשרד, יחס אישי לכל",https://be-plus.co.il/component/crm/product/15113
5129,וילונות דרך המשי,3.5,חדרה,הנשיא 78,לבית ולגן,,"כל סוגי הוילונות, כל סוגי הפתרונות להצללה, גלילה, ורטיקלי, רומאי, שטיח",https://be-plus.co.il/component/crm/product/5129
8528,וילונות חריש,6,חריש,דרך ארץ 47,אופנה,,"חנות בוטיק חדשה בחריש מציעה מגוון ענק של בדים לוילונות, מוצרי הצללה, ט",https://be-plus.co.il/component/crm/product/8528
9725,וילונות מגוון דקור,3.5,אריאל,"אורי בראון 6, מרכז מסחרי",אופנה,,"וילונות מוכנים או בהזמנה, בדים, צמר, כלי תפירה, תפירה ותיקונים ובנוסף,",https://be-plus.co.il/component/crm/product/9725
9277,וילונות מכל הלב,3,נהריה,הרצל 67,אופנה,,"עיצוב ותפירת וילונות, הרכבת וילונות, טפטים, ניקוי וילונות מוסדיים ופרט",https://be-plus.co.il/component/crm/product/9277
9089,וילונות פאר יוליה,3.5,נתיבות,בעלי המלאכה 8,אופנה,,"עיצוב, תפירה והתקנה עד בית הלקוח. ניקוי וילונות בבית הלקוח, פתרונות הצ",https://be-plus.co.il/component/crm/product/9089
5538,וילוניה,3,בני ברק,רבי עקיבא 20,צרכנות,,"מגוון רחב של וילונות מוכנים או בהזמנה אישית, תפירהה עילית ואקסלוסיבית,",https://be-plus.co.il/component/crm/product/5538
14208,וילי מטהרי מים מיוחדים,4,רחובות,הר הצופים 29,לבית ולגן,נותני שירותים לבית,"התקנת מטהרי מים מיוחדים, סינון מתכות כבדות, דיונון פלורידה אנטי בקטריא",https://be-plus.co.il/component/crm/product/14208
18872,וילת הגן הקסום,10,חדרה,הגפן 3,תיירות ונופש,צימרים,"וילת אירוח שקטה ונעימה, שמתאימה למשפחות גדולות, הרוצות נופש באווירה שק",https://be-plus.co.il/component/crm/product/18872
7981,וינברג מדרסי פרימיום אורטופדיה,3,תל אביב - יפו,"המכבי 13, פינת קינג ג'ור'ג",צרכנות,,הפתרון המושלם לכאבי רגלים וגב באמצעות מדרסים בהתאמה אישית.,https://be-plus.co.il/component/crm/product/7981
18315,וינו קידס,5,לוד,החלוץ 9,לילד ולתינוק,ציוד לחדרי ילדים,"עגלות לתינוקת, בגדים לתינוקות, צעצועים, סבונים, מיטות, חדר לתינוקות וע",https://be-plus.co.il/component/crm/product/18315
5167,וינטאג',3,שדרות,מנחם בגין 11,אופנה,הלבשת נשים,"בגדי ערב להשכרה, ומכירה. בגדים והנעלה ליום יום, דברים יחודיים.",https://be-plus.co.il/component/crm/product/5167
6693,וינטאג' בון בון,3.5,חיפה,קיבוץ גלויות 28,לבית ולגן,,יבוא של ריהוט וינטאג' ועתיקות מכל רחבי אירופה.,https://be-plus.co.il/component/crm/product/6693
6088,ויני עיצוב שיער,3,נתניה,הנביאים 5,"טיפוח, קוסמטיקה ועיצוב שיער",,"עיצוב שיער, כל סוגי ההחלקות,תסרוקות ואיפור כלות וערב,ועוד.",https://be-plus.co.il/component/crm/product/6088
19285,וינריה בית יין,3,רמת השרון,סוקולוב 59,צרכנות,חנויות אלכוהול וטבק,"חנות יין בוטיקית. מתמחה ביינות מיוחדים ובלעדיים, משקאות אלכוהולים, החל",https://be-plus.co.il/component/crm/product/19285
14847,ויסאם סטייל,3.5,חיפה,"אח""י אילת19","טיפוח, קוסמטיקה ועיצוב שיער",מספרות ועיצוב שיער,"מספרה גברים לנשים מתמחים במגוון גדול של החלקות , צבעים, תספורות, פן גו",https://be-plus.co.il/component/crm/product/14847
19118,ויסטה אילת,3,אילת,קהאמן 17,תיירות ונופש,מלונות,,https://be-plus.co.il/component/crm/product/19118
19390,ויקטוריה וטנית מדיקל ביוטי קליניק,3.5,ראשון לציון,משעול כנען 12,"טיפוח, קוסמטיקה ועיצוב שיער",קוסמטיקה ולייזר,"Vt מדיקל ביוטי קליניק, קליניקת בוטיק פרא-רפואית מתקדמת בראשון לציון, ב",https://be-plus.co.il/component/crm/product/19390
5625,ויקי אופנועים,4,אור יהודה,העבודה 20,אופנה,,"מוסך אופנועים וקטנועים , מכירת חדשים",https://be-plus.co.il/component/crm/product/5625
8734,ויקי בנסל מאמנת כושר ותזונה לנשים,3.5,בת ים,ז'בוטינסקי 2,ספורט,,"מאמנת כושר ותזונה אישית לנשים. בעלת סטודיו לTRX ואימונים פונקציונליים,",https://be-plus.co.il/component/crm/product/8734
16562,ויקי מזרחי עיצוב פנים והום סטיילינג,3.5,ראשון לציון,המגילה 48,לבית ולגן,טקסטיל ואקססוריז לבית,תכנון ועיצוב פנים והום סטיילינג,https://be-plus.co.il/component/crm/product/16562
8784,ולדי קוסמטיקס,5,חולון,דב הוז 40,"טיפוח, קוסמטיקה ועיצוב שיער",,"דיאטנית, תזונאית, קוסמטיקה וטיפולי פנים לכל סוגי העור.",https://be-plus.co.il/component/crm/product/8784
13807,ולדימיר - ציוד צלילה,3,אילת,דרך השלום 1,ספורט,,מכירת ציוד צלילה.,https://be-plus.co.il/component/crm/product/13807
7325,ולנטינה,3,ראשון לציון,יהודה הלוי 45,"טיפוח, קוסמטיקה ועיצוב שיער",,"בניית ציפורניים, מילוי, פדיקור רפואי (גם לגברים וחולי סכרת), מניקור (ג",https://be-plus.co.il/component/crm/product/7325
10134,ולריה השחזות,3,פתח תקווה,בר כוכבא 13,לבית ולגן,,"השחזה ומכירה של מגוון סכינים, מספריים, מגוון רחב של ציוד מטבח לבית ולע",https://be-plus.co.il/component/crm/product/10134
9555,ונוס אסתטיקה,3,חדרה,"הרבר סמואל 52 , מרכז העיר","טיפוח, קוסמטיקה ועיצוב שיער",,"אצלנו בקליניקה תוכלו להנות ממגוון טיפולים- חומצה היאלורונית, בוטוקס, ח",https://be-plus.co.il/component/crm/product/9555
14858,ונוס פרחים,3.5,רמלה,חיים לסקוב 2,לבית ולגן,משתלות,"חנות פרחים, מתנות, מארזים, בלונים ועוד",https://be-plus.co.il/component/crm/product/14858
17181,וניל החיים,3.5,חדרה,"צה""ל 35",כללי,,"וניל החיים, מפעל לייצור מאפים קטוגנים דלי פחמימה",https://be-plus.co.il/component/crm/product/17181
11762,ונילה ממלכת המטבח,3.5,אשקלון,שלמה כהן 1,צרכנות,,עוסקת במכירת חומרי גלם למטבח הביתי,https://be-plus.co.il/component/crm/product/11762
19216,וניליה נתניה,3.5,נתניה,שד' לנטוס טום 26,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",גלידריות,"גלידריה איכותית כשרה למהדרין מרשת וניליה, מבחר גלידות במגוון טעמים, מי",https://be-plus.co.il/component/crm/product/19216
6885,וסים נסראלדין,3,דאלית אל-כרמל,כביש ראשי,צרכנות,,"כלים חד פעמיים, חומרי ניקוי, כלי בית, ציוד למסעדות, מוצריי הגיינה ועוד",https://be-plus.co.il/component/crm/product/6885
5527,ופרצת תשמישי קדושה,3,טבריה,הגלבוע 5,יודאיקה ותשמישי קדושה,יודאיקה,תשמישי קדושה - המרכז לתפילין ומזוזות כשרות לכתחילה,https://be-plus.co.il/component/crm/product/5527
14433,וקטור אטרקציות,5,אילת,חוף אלמוג 1,מסיבות ואירועים,ציוד לאירועים,טיולים שטח וצלילות,https://be-plus.co.il/component/crm/product/14433
10799,ורד היופי,4.5,ראשון לציון,לזרוב 33,"טיפוח, קוסמטיקה ועיצוב שיער",,הסרת שיער בלייזר.,https://be-plus.co.il/component/crm/product/10799
11788,ורד סימוני,3,נס ציונה,עמק השושנים 17,"טיפוח, קוסמטיקה ועיצוב שיער",,"טיפולי פנים וגוף, הסרת שיער בלייזר, פדיקור ומניקור.",https://be-plus.co.il/component/crm/product/11788
17255,"ורד פלדמן ביה""ס סודות שפת הגוף",11.5,online,,"לימודים, חוגים וייעוץ",ייעוץ והכשרה,"ביה""ס סודות שפת הגוף בניהולה של ורד פלדמן, שחקנית ומומחית לשפת גוף מספ",https://be-plus.co.il/component/crm/product/17255
15307,ורה בלדי V פלאפל ד,3.5,באקה אל-גרביה,באקה אל-גרביה1,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",שווארמה ופלאפל,מסעדה פלאפל טאבון סנדוויצ'ים שניצל חזה עוף בטאבון שתיה קרה שתייה חמה מ,https://be-plus.co.il/component/crm/product/15307
14138,ז'וליקה,3.5,פתח תקווה,חפץ חיים 3,אופנה,,"סיפור ישן חדש- בגדים יד שניה ווינטג', תיקי מעצבות ואקססוריז.",https://be-plus.co.il/component/crm/product/14138
6111,ז.א. מחשבים,3,נתניה,הנוטע 10,"מחשבים, סלולר וצילום",מחשבים ותקשורת,"חנות מחשבים, לפרטי, קמעונאי, וסיטונאי, כל סוגי התיקונים.",https://be-plus.co.il/component/crm/product/6111
6227,זאב - המרכז לעזרה ראשונה,10,יקיר,ד.נ שומרון,צרכנות,,,https://be-plus.co.il/component/crm/product/6227
18901,זאדוק,3.5,נצרת,נצרת 1,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",אוכל מהיר,"נקניקיות, טוסטים, גבינות, טוסט, שתיה, מקום ישיבה",https://be-plus.co.il/component/crm/product/18901
12114,זבולון פחחות וצבע,3.5,באר שבע,הפועלים 24,מוסכים ושירותי רכב,,"פחחות וצבע לכל סוגי הרכבים, פוליש, ווקס, תושבות והכנות למכירה.",https://be-plus.co.il/component/crm/product/12114
4582,זגגות השרון,3.5,רעננה,הנגב 21,לבית ולגן,,"תכנון וביצוע עבודות זכוכית, מקלחונים, חיפויי מטבח, מראות, ועוד. תיקוני",https://be-plus.co.il/component/crm/product/4582
12504,זגגות רכב- דוד,5,חדרה,"פרידלנדר 8 [אזה""ת]",מוסכים ושירותי רכב,,"זגגות לכל סוגי הרכבים, תיקון והחלפת חלונות חשמל, כל סוגי הגומיות, הידי",https://be-plus.co.il/component/crm/product/12504
15694,זגולייב דנטל - רשת מרפאות שיניים,5,ראשון לציון,סחרוב דוד 3,רפואה,מרפאות שיניים,"רשת מרפאות שיניים בעלת מוניטין מאז 1991 -בהנהלת ד''ר זגולייב אלכס, השת",https://be-plus.co.il/component/crm/product/15694
17075,זגורי ציוד משרדי וצעצועים,3.5,בני ברק,רבי עקיבא 15,צרכנות,"מתנות,יצירה וכלי בית","ציוד משרדי, מכשירי כתיבה, צעצועים, משחקים, משחקי חשיבה, ציוד לבתי ספר",https://be-plus.co.il/component/crm/product/17075
17888,זד בורגר בת ים,3.5,בת ים,הרצל 48,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",אוכל מהיר,"בזד בורגר מבחר המבורגרים, שניצל, נקניקיות, תוספות, צ'יפס, שתייה ועוד.",https://be-plus.co.il/component/crm/product/17888
17920,זה גאוני,10,בית חנניה,תעוז 46,לבית ולגן,,פתרונות שיתנו לכם סדר וסטייל,https://be-plus.co.il/component/crm/product/17920
17591,זה הפלאפל,3.5,אור יהודה,שד' יצחק שמיר 9,"מסעדות, בתי קפה, בתי מאפה ומזון מהיר",שווארמה ופלאפל,"פלאפל, סביח, חומוס, טבעות בצל, חביתת ירק",https://be-plus.co.il/component/crm/product/17591
5380,זהב תכלת וארגמן,5,אניעם,,אטרקציות ופנאי,,"צימרים בסגנון מרוקאי טוסקני, מטבח מאובזר בסגנון מלאכותי, ועוד.",https://be-plus.co.il/component/crm/product/5380
14161,זהבי ריהוט גן,2.5,ירכא,כביש ראשי,לבית ולגן,לבית ולגן,"ריהוט גן, כיסאות, שולחנות, סוככי צל, ספות לגינה, למרפסת, פינות ישיבה ש",https://be-plus.co.il/component/crm/product/14161
6091,זהורי,3,נתניה,פנחס לבון 39,צרכנות,,"שתיה חריפה, אלכוהול קר, גלידות, שתיה קלה, ממתקים ועוד.",https://be-plus.co.il/component/crm/product/6091
15004,זו ארץ - הרצליה,3.5,הרצליה,הסדנאות 2,צרכנות,מזון וציוד לבעלי חיים,"חנות למזון וציוד לבעלי חיים מרשת זו ארץ, לחתולים,כלבים ומכרסמים, מגוון",https://be-plus.co.il/component/crm/product/15004
15641,זו ארץ zoo,3.5,ראשון לציון,ירושלים 129,צרכנות,מזון וציוד לבעלי חיים,מזון וציוד לבעלי חיים,https://be-plus.co.il/component/crm/product/15641
9719,זו ארץ סניף אלפי מנשה,2.5,אלפי מנשה,מרכז מסחרי,צרכנות,,חנות לציוד ומזון לחיות מחמד.,https://be-plus.co.il/component/crm/product/9719
19572,זואי פרחים,3.5,פרדס חנה-כרכור,דרך הבנים 4,לבית ולגן,חנויות פרחים,"שזירת פרחים אומנותית, זרי כלה, סידור שולחני לכל אירוע, זרים לראש לימי",https://be-plus.co.il/component/crm/product/19572
4565,זוארץ ZOO,3,אריאל,הנחשונים 33,צרכנות,,"מבחר גדול של אוכל וציוד לכלבים, חתולים, מכרסמים, ודגים. מגוון רחב של ח",https://be-plus.co.il/component/crm/product/4565
18553,זוארץ סנטר,3.5,חדרה,הרברט סמואל 75,"טיפוח, קוסמטיקה ועיצוב שיער",חנויות קוסמטיקה,"זוארץ סנטר- חנות למוצרי שיער מקצועי, ציוד למספרות ,מוצרי ציפורניים, קו",https://be-plus.co.il/component/crm/product/18553
18554,זוארץ סנטר,3.5,online,,"טיפוח, קוסמטיקה ועיצוב שיער",חנויות קוסמטיקה,"זוארץ סנטר- חנות למוצרי שיער מקצועי, ציוד למספרות ,מוצרי ציפורניים, קו",https://be-plus.co.il/component/crm/product/18554
7036,זוהר בנקיון,8.5,אופקים,אלי כהן 1425,לבית ולגן,,"ניקוי ספות מבד ועור, ניקוי שטיחים, מזרנים ומושב הרכב +עבודות רפדות וצב",https://be-plus.co.il/component/crm/product/7036
6983,זוהר הקייטרינג,3,ראשון לציון,"שמוטקין 19, אזור תעשיה ישן","מסעדות, בתי קפה, בתי מאפה ומזון מהיר",,"קייטרינג לאירועים, אוכל מוכן לבית כל יום, אוכל מוכן לשישי-שבת, משלוחים",https://be-plus.co.il/component/crm/product/6983
4462,זוהר ובניו,4,חולון,שד' קוגל 29,לבית ולגן,,"חומרי בניין, כלי עזר טכניים, אינסטלציה, חשמל, צבע, שכפול מפתחות, תצוגת",https://be-plus.co.il/component/crm/product/4462
14673,זוהר כלים חד פעמיים,3.5,שדה עוזיהו,שדה עוזיהו 2,צרכנות,כלים חד פעמיים,"חד פעמי, אקססוריז לבית, חפצי נוי לבית, חומרי ניקיון, חומרי ניקוי, כל מ",https://be-plus.co.il/component/crm/product/14673
